POID,NCES ID - Clean,GovSpend ID,Disrict Name,State,Competitor,PO Spend,PO Date
2861995724,1908220,73378,Council Bluffs Community School District,Iowa,Proximity Learning,"$6,570.00",2026-01-28T12:00:00.000Z
2860677869,0800001,106922,Cheyenne County School District RE-5,Colorado,Proximity Learning,"$5,526.00",2026-01-09T12:00:00.000Z
2837934521,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,130.00",2025-12-10T12:00:00.000Z
2860677868,0800001,106922,Cheyenne County School District RE-5,Colorado,Proximity Learning,"$5,526.00",2025-12-09T12:00:00.000Z
2813075981,1706420,73576,Bloom Township High School District 206,Illinois,Proximity Learning,"$7,180.00",2025-12-04T12:00:00.000Z
2861390327,4841670,102519,Stratford Independent School District,Texas,Elevate K12,"$23,250.00",2025-12-02T12:00:00.000Z
2862734625,3700270,53549,Asheville City Schools,North Carolina,Elevate K12,"$27,900.00",2025-11-19T12:00:00.000Z
2824876183,4817640,234397,Duncanville High School,Texas,Elevate K12,"$96,788.87",2025-11-18T12:00:00.000Z
2824876184,4817640,234397,Duncanville High School,Texas,Elevate K12,"$284,288.87",2025-11-18T12:00:00.000Z
2860291649,4807710,56000,Aldine Independent School District,Texas,Elevate K12,"$1,968,954.18",2025-11-17T12:00:00.000Z
2834608870,3402250,76034,Bridgeton City School District,New Jersey,Proximity Learning,"$62,169.77",2025-11-12T12:00:00.000Z
2837934520,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,130.00",2025-11-12T12:00:00.000Z
2860677867,0800001,106922,Cheyenne County School District RE-5,Colorado,Proximity Learning,"$5,526.00",2025-11-10T12:00:00.000Z
2777214957,4827450,78074,Liberty Independent School District,Texas,Proximity Learning,"$29,899.89",2025-11-04T12:00:00.000Z
2813075970,1706420,73576,Bloom Township High School District 206,Illinois,Proximity Learning,"$9,979.95",2025-11-03T12:00:00.000Z
2859649275,4826670,78516,Lancaster Independent School District,Texas,Elevate K12,"$250,000.00",2025-10-30T12:00:00.000Z
2858595424,0802670,57416,Burlington School District RE-6J,Colorado,Elevate K12,"$15,220.80",2025-10-30T12:00:00.000Z
2748394284,4834920,78067,Pilot Point Independent School District,Texas,Elevate K12,"$30,240.00",2025-10-20T12:00:00.000Z
2857155077,4826580,78181,Lamar Consolidated Independent School District,Texas,Proximity Learning,"$20,959.98",2025-10-17T12:00:00.000Z
2837934519,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,529.99",2025-10-16T12:00:00.000Z
2860677866,0800001,106922,Cheyenne County School District RE-5,Colorado,Proximity Learning,"$5,526.00",2025-10-10T12:00:00.000Z
2754905625,4841670,102519,Stratford Independent School District,Texas,Elevate K12,"$23,250.00",2025-10-09T12:00:00.000Z
2754626627,4841670,102519,Stratford Independent School District,Texas,Elevate K12,"$23,250.00",2025-10-07T12:00:00.000Z
2776619062,4825920,77913,Kountze Independent School District,Texas,Proximity Learning,"$7,560.00",2025-10-06T12:00:00.000Z
2813075943,1706420,73576,Bloom Township High School District 206,Illinois,Proximity Learning,"$7,180.00",2025-10-06T12:00:00.000Z
2627674486,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,480.00",2024-11-22T12:00:00.000Z
2739125510,2618990,33095,Huron Valley Schools,Michigan,Proximity Learning,"$9,600.39",2025-09-18T12:00:00.000Z
2739741372,1303870,42974,Muscogee County School District,Georgia,Proximity Learning,"$710,143.64",2025-09-17T12:00:00.000Z
2731595696,2200840,74355,Jefferson Parish School District,Louisiana,Proximity Learning,"$523,359.76",2025-09-11T12:00:00.000Z
2733719762,4809720,77851,Beeville Independent School District,Texas,Proximity Learning,"$25,999.98",2025-09-10T12:00:00.000Z
2860677870,0800001,106922,Cheyenne County School District RE-5,Colorado,Proximity Learning,"$7,525.95",2025-09-10T12:00:00.000Z
2736466880,0901470,73049,Enfield School District,Connecticut,Elevate K12,"$23,260.00",2025-09-09T12:00:00.000Z
2776609440,1700092,73633,Georgetown-Ridge Farm Consolidated Unit School District 4,Illinois,Proximity Learning,"$27,601.20",2025-09-08T12:00:00.000Z
2591086063,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,480.00",2024-10-17T12:00:00.000Z
2719555362,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$87,887.46",2025-09-05T12:00:00.000Z
2776619061,4825920,77913,Kountze Independent School District,Texas,Proximity Learning,"$9,959.94",2025-09-04T12:00:00.000Z
2838277286,3415120,76050,South Amboy City School District,New Jersey,Proximity Learning,"$13,899.99",2025-09-01T12:00:00.000Z
2755850840,3408610,75897,Linden City School District,New Jersey,Proximity Learning,"$25,999.98",2025-08-31T12:00:00.000Z
2460976600,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,041.63",2024-06-06T12:00:00.000Z
2705149455,3403750,98779,Delaware Valley Regional School District,New Jersey,Proximity Learning,"$24,399.98",2025-08-28T12:00:00.000Z
2728452413,4808670,77683,Argyle Independent School District,Texas,Proximity Learning,"$3,759.98",2025-08-27T12:00:00.000Z
2739741021,1303870,42974,Muscogee County School District,Georgia,Proximity Learning,"$57,152.34",2025-08-14T12:00:00.000Z
2723973897,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$230,400.00",2025-08-14T12:00:00.000Z
2691920480,2926070,75503,Raytown C-2 School District,Missouri,Elevate K12,"$7,767.00",2025-07-31T12:00:00.000Z
2769546595,3411160,75953,Neptune Township School District,New Jersey,Proximity Learning,"$21,900.00",2025-07-31T12:00:00.000Z
2705133471,3414640,76163,Sayreville Borough School District,New Jersey,Proximity Learning,"$95,999.80",2025-07-30T12:00:00.000Z
2705133473,3414640,76163,Sayreville Borough School District,New Jersey,Proximity Learning,"$77,999.94",2025-07-30T12:00:00.000Z
2716878035,4819650,55995,Fort Bend Independent School District,Texas,Proximity Learning,"$3,199.00",2025-07-28T12:00:00.000Z
2778340230,4827030,78166,Leander Independent School District,Texas,Proximity Learning,"$1,500.00",2025-07-27T12:00:00.000Z
2691920260,2926070,75503,Raytown C-2 School District,Missouri,Elevate K12,"$66,528.00",2025-07-24T12:00:00.000Z
2687299321,3408340,55174,Lawnside Borough School District,New Jersey,Elevate K12,"$42,294.00",2025-07-22T12:00:00.000Z
2702780303,1711250,73582,Crete-Monee Community Unit School District 201-U,Illinois,Elevate K12,"$46,500.00",2025-07-21T12:00:00.000Z
2460975805,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,041.63",2024-05-17T12:00:00.000Z
2724859053,4807710,56000,Aldine Independent School District,Texas,Elevate K12,"$3,000,000.00",2025-07-02T12:00:00.000Z
2773512656,1738070,103780,Woodland Community Unit School District 5,Illinois,Elevate K12,"$15,500.00",2025-07-02T12:00:00.000Z
2726551862,4828380,33143,Lovejoy Independent School District,Texas,Proximity Learning,"$12,999.00",2025-07-01T12:00:00.000Z
2677396200,3404500,75707,Edison Township School District,New Jersey,Proximity Learning,"$3,780.00",2025-07-01T12:00:00.000Z
2710080654,3904551,55495,Milton-Union Exempted Village School District,Ohio,Elevate K12,"$73,625.00",2025-07-01T12:00:00.000Z
2735259357,3413140,76241,Plainfield City School District,New Jersey,Proximity Learning,"$43,999.88",2025-07-01T12:00:00.000Z
2824918584,3408520,54582,Leonia Borough School District,New Jersey,Proximity Learning,"$17,519.94",2025-07-01T12:00:00.000Z
2835145863,3412690,169109,Paterson City School District,New Jersey,Proximity Learning,"$32,291.11",2025-07-01T12:00:00.000Z
2834978890,3415180,111185,South Bound Brook Borough School District,New Jersey,Elevate K12,"$60,530.70",2025-07-01T12:00:00.000Z
2696310512,3500570,66496,Clovis Municipal Schools,New Mexico,Proximity Learning,"$92,938.49",2025-06-30T12:00:00.000Z
2755845239,3408610,75897,Linden City School District,New Jersey,Proximity Learning,"$14,490.00",2025-06-30T12:00:00.000Z
2726455934,4838730,56061,San Antonio Independent School District,Texas,Proximity Learning,"$48,891.36",2025-06-26T12:00:00.000Z
2754724161,1711010,73604,Country Club Hills School District 160,Illinois,Proximity Learning,"$2,319.99",2025-06-25T12:00:00.000Z
2701899295,4502580,69622,Lancaster County School District,South Carolina,Proximity Learning,"$1,199.97",2025-06-23T12:00:00.000Z
2460977345,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,041.63",2024-04-11T12:00:00.000Z
2658261780,3403300,75740,Clifton City School District,New Jersey,Proximity Learning,"$7,800.00",2025-06-19T12:00:00.000Z
2710211115,1713440,102930,Lindop School District 92,Illinois,Proximity Learning,"$10,808.00",2025-06-18T12:00:00.000Z
2837934518,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,960.00",2025-06-18T12:00:00.000Z
2724213837,3704080,53724,Rutherford County Schools,North Carolina,Elevate K12,"$5,304.00",2025-06-17T12:00:00.000Z
2737727632,5514550,78783,Stoughton Area School District,Wisconsin,Proximity Learning,"$5,918.60",2025-06-17T12:00:00.000Z
2706160429,2612930,74826,Ecorse Public School District,Michigan,Proximity Learning,"$6,300.00",2025-06-13T12:00:00.000Z
2398188000,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,041.63",2024-03-14T12:00:00.000Z
2398189344,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,608.75",2024-02-15T12:00:00.000Z
2398190305,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,608.74",2024-01-18T12:00:00.000Z
2398191180,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$10,427.07",2023-12-14T12:00:00.000Z
2394260676,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$9,859.95",2023-11-17T12:00:00.000Z
2394259850,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$9,859.98",2023-10-13T12:00:00.000Z
2726008243,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$5,040.00",2025-06-12T12:00:00.000Z
2699552966,3406870,75773,Harrison Town School District,New Jersey,Proximity Learning,"$13,680.00",2025-06-12T12:00:00.000Z
2642196840,2008400,74262,Lawrence Unified School District 497,Kansas,Proximity Learning,"$6,352.00",2025-06-11T12:00:00.000Z
2754723610,1711010,73604,Country Club Hills School District 160,Illinois,Proximity Learning,"$103,999.92",2025-06-10T12:00:00.000Z
2770773716,4502010,54152,Dorchester School District 2,South Carolina,Proximity Learning,"$3,094.00",2025-06-10T12:00:00.000Z
2656549083,3904659,55558,Richmond Heights Local School District,Ohio,Proximity Learning,"$77,999.94",2025-06-05T12:00:00.000Z
2728450896,4808670,77683,Argyle Independent School District,Texas,Proximity Learning,$0.00,2025-06-04T12:00:00.000Z
2656570976,4825920,77913,Kountze Independent School District,Texas,Proximity Learning,"$7,560.00",2025-06-04T12:00:00.000Z
2733716659,4809720,77851,Beeville Independent School District,Texas,Proximity Learning,"$25,999.98",2025-06-03T12:00:00.000Z
2679416333,5102160,78392,Lancaster County Public Schools,Virginia,Proximity Learning,"$5,040.00",2025-05-31T12:00:00.000Z
2656808511,3408610,75897,Linden City School District,New Jersey,Proximity Learning,"$14,490.00",2025-05-31T12:00:00.000Z
2700691713,0613890,72634,Folsom-Cordova Unified School District,California,Proximity Learning,"$7,669.95",2025-05-29T12:00:00.000Z
2642196429,2008400,74262,Lawrence Unified School District 497,Kansas,Proximity Learning,"$6,352.00",2025-05-28T12:00:00.000Z
2710211114,1713440,102930,Lindop School District 92,Illinois,Proximity Learning,"$21,616.00",2025-05-23T12:00:00.000Z
2644621734,3412690,169109,Paterson City School District,New Jersey,Proximity Learning,"$359,504.78",2025-05-22T12:00:00.000Z
2696310422,3500570,66496,Clovis Municipal Schools,New Mexico,Proximity Learning,"$169,045.78",2025-05-22T12:00:00.000Z
2723966005,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$230,400.00",2025-05-22T12:00:00.000Z
2658261778,3403300,75740,Clifton City School District,New Jersey,Proximity Learning,"$7,800.00",2025-05-22T12:00:00.000Z
2658261779,3403300,75740,Clifton City School District,New Jersey,Proximity Learning,"$7,800.00",2025-05-22T12:00:00.000Z
2642196256,2008400,74262,Lawrence Unified School District 497,Kansas,Proximity Learning,"$6,352.00",2025-05-21T12:00:00.000Z
2770774869,4502010,54152,Dorchester School District 2,South Carolina,Proximity Learning,"$3,094.00",2025-05-21T12:00:00.000Z
2642004594,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$17,640.00",2025-05-16T12:00:00.000Z
2642004596,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$16,380.00",2025-05-16T12:00:00.000Z
2642004598,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$26,460.00",2025-05-16T12:00:00.000Z
2642004600,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$21,084.00",2025-05-16T12:00:00.000Z
2640337119,4502100,54167,Fairfield County School District,South Carolina,Proximity Learning,"$18,366.96",2025-05-16T12:00:00.000Z
2643890144,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,960.00",2025-05-16T12:00:00.000Z
2394260589,4502580,169595,A.R. Rucker Middle School,South Carolina,Proximity Learning,"$5,000.20",2023-09-15T12:00:00.000Z
2705572317,1709930,177145,Aldridge Elementary School,Illinois,Elevate K12,"$12,240.00",2024-06-10T12:00:00.000Z
2656972154,0601865,162941,Alliance College-Ready LA schools,California,Elevate K12,"$56,180.00",2024-07-26T12:00:00.000Z
2656971621,0601865,162941,Alliance College-Ready LA schools,California,Elevate K12,"$14,850.00",2024-07-18T12:00:00.000Z
2656961563,0601865,162941,Alliance College-Ready LA schools,California,Elevate K12,"$102,930.00",2024-01-04T12:00:00.000Z
2656950015,0601865,162941,Alliance College-Ready LA schools,California,Elevate K12,"$65,000.00",2023-05-22T12:00:00.000Z
2726008931,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$5,040.00",2025-05-13T12:00:00.000Z
2642185517,3404230,54633,East Orange City School District,New Jersey,Proximity Learning,"$39,311.72",2025-05-13T12:00:00.000Z
2642185519,3404230,54633,East Orange City School District,New Jersey,Proximity Learning,"$80,640.00",2025-05-13T12:00:00.000Z
2642185521,3404230,54633,East Orange City School District,New Jersey,Proximity Learning,"$218,719.32",2025-05-13T12:00:00.000Z
2656549082,3904659,55558,Richmond Heights Local School District,Ohio,Proximity Learning,"$77,999.94",2025-05-09T12:00:00.000Z
2656570975,4825920,77913,Kountze Independent School District,Texas,Proximity Learning,"$7,560.00",2025-05-08T12:00:00.000Z
2658475001,5514550,78783,Stoughton Area School District,Wisconsin,Proximity Learning,"$9,118.52",2025-05-08T12:00:00.000Z
2658475003,5514550,78783,Stoughton Area School District,Wisconsin,Proximity Learning,"$5,918.60",2025-05-08T12:00:00.000Z
2658475005,5514550,78783,Stoughton Area School District,Wisconsin,Proximity Learning,"$5,918.60",2025-05-08T12:00:00.000Z
2706160428,2612930,74826,Ecorse Public School District,Michigan,Proximity Learning,"$6,300.00",2025-05-08T12:00:00.000Z
2656807556,3408610,75897,Linden City School District,New Jersey,Proximity Learning,"$45,289.86",2025-04-30T12:00:00.000Z
2640336055,4502100,54167,Fairfield County School District,South Carolina,Proximity Learning,"$45,634.89",2025-04-25T12:00:00.000Z
2657911422,3500300,16439,Carlsbad Municipal Schools,New Mexico,Proximity Learning,"$84,432.46",2025-04-25T12:00:00.000Z
2705340759,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$6,205.36",2025-04-25T12:00:00.000Z
2705340760,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$3,545.92",2025-04-25T12:00:00.000Z
2705340761,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$29,595.57",2025-04-25T12:00:00.000Z
2705340762,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$138,512.50",2025-04-25T12:00:00.000Z
2705339138,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$6,759.41",2025-04-25T12:00:00.000Z
2724213833,3704080,53724,Rutherford County Schools,North Carolina,Elevate K12,"$5,304.00",2025-04-25T12:00:00.000Z
2705339140,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$67,375.00",2025-04-24T12:00:00.000Z
2642388676,4502010,54152,Dorchester School District 2,South Carolina,Proximity Learning,"$3,094.00",2025-04-23T12:00:00.000Z
2719563245,1704680,73667,Aurora East Unit School District 131,Illinois,Elevate K12,"$112,000.00",2025-04-23T12:00:00.000Z
2638849927,3413860,76103,Ringwood Borough School District,New Jersey,Proximity Learning,"$22,811.94",2025-04-23T12:00:00.000Z
2656945055,0601865,162941,Alliance College-Ready LA schools,California,Elevate K12,"$11,070.00",2023-02-09T12:00:00.000Z
2656944965,0601865,162941,Alliance College-Ready LA schools,California,Elevate K12,"$7,380.00",2023-02-08T12:00:00.000Z
2627079744,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$5,040.00",2025-04-17T12:00:00.000Z
2723979055,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$230,400.00",2025-04-17T12:00:00.000Z
2701893569,4502580,69622,Lancaster County School District,South Carolina,Proximity Learning,"$1,599.96",2025-04-17T12:00:00.000Z
2627677120,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$7,760.00",2025-01-30T12:00:00.000Z
2627674483,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$7,760.00",2024-11-22T12:00:00.000Z
2460976602,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$10,491.90",2024-06-06T12:00:00.000Z
2460975804,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$10,491.90",2024-05-17T12:00:00.000Z
2460977347,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$10,491.90",2024-04-11T12:00:00.000Z
2398188002,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$10,491.90",2024-03-14T12:00:00.000Z
2398189348,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$11,091.90",2024-02-15T12:00:00.000Z
2625602766,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$26,460.00",2025-04-17T12:00:00.000Z
2625602767,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$34,944.00",2025-04-17T12:00:00.000Z
2625602768,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$20,160.00",2025-04-17T12:00:00.000Z
2644595476,3405310,53938,Fort Lee Borough School District,New Jersey,Proximity Learning,"$13,399.98",2025-04-16T12:00:00.000Z
2642195091,2008400,74262,Lawrence Unified School District 497,Kansas,Proximity Learning,"$6,352.00",2025-04-16T12:00:00.000Z
2657911304,3500300,16439,Carlsbad Municipal Schools,New Mexico,Proximity Learning,"$98,198.86",2025-04-11T12:00:00.000Z
2656592700,0200120,57858,Dillingham City School District,Alaska,Proximity Learning,"$7,980.00",2025-04-10T12:00:00.000Z
2658261777,3403300,75740,Clifton City School District,New Jersey,Proximity Learning,"$7,800.00",2025-04-10T12:00:00.000Z
2656570974,4825920,77913,Kountze Independent School District,Texas,Proximity Learning,"$7,560.00",2025-04-09T12:00:00.000Z
2706160431,2612930,74826,Ecorse Public School District,Michigan,Proximity Learning,"$12,600.00",2025-04-08T12:00:00.000Z
2706160435,2612930,74826,Ecorse Public School District,Michigan,Proximity Learning,"$6,300.00",2025-04-08T12:00:00.000Z
2656549081,3904659,55558,Richmond Heights Local School District,Ohio,Proximity Learning,"$77,999.94",2025-04-08T12:00:00.000Z
2690337293,5513950,78600,Slinger School District,Wisconsin,Elevate K12,"$31,000.00",2025-04-07T12:00:00.000Z
2705338769,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$5,465.94",2025-04-07T12:00:00.000Z
2723977356,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$236,699.91",2025-04-03T12:00:00.000Z
2656745658,3408100,75830,Lacey Township School District,New Jersey,Proximity Learning,"$18,599.94",2025-04-01T12:00:00.000Z
2627078420,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$6,239.97",2025-04-01T12:00:00.000Z
2627957795,5102160,78392,Lancaster County Public Schools,Virginia,Proximity Learning,"$5,040.00",2025-03-31T12:00:00.000Z
2609583174,4503908,69568,Marion School District 10,South Carolina,Elevate K12,"$188,507.10",2025-03-28T12:00:00.000Z
2627683034,4502580,69622,Lancaster County School District,South Carolina,Proximity Learning,"$1,199.97",2025-03-28T12:00:00.000Z
2398190304,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$10,929.06",2024-01-18T12:00:00.000Z
2398191181,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$10,929.06",2023-12-14T12:00:00.000Z
2644619511,3412690,169109,Paterson City School District,New Jersey,Proximity Learning,"$129,000.00",2025-03-27T12:00:00.000Z
2616494121,2621570,74887,Lincoln Consolidated School District,Michigan,Elevate K12,"$35,800.00",2025-03-27T12:00:00.000Z
2642194515,2008400,74262,Lawrence Unified School District 497,Kansas,Proximity Learning,"$8,751.94",2025-03-26T12:00:00.000Z
2394260672,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$10,929.06",2023-11-17T12:00:00.000Z
2658475592,5514550,78783,Stoughton Area School District,Wisconsin,Proximity Learning,"$5,918.60",2025-03-25T12:00:00.000Z
2394260368,4502580,169607,Andrew Jackson High School,South Carolina,Proximity Learning,"$11,629.07",2023-10-19T12:00:00.000Z
2701899292,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$29,560.00",2025-06-23T12:00:00.000Z
2701893568,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$7,390.00",2025-04-17T12:00:00.000Z
2460976601,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$4,935.35",2024-06-06T12:00:00.000Z
2640336823,4502100,54167,Fairfield County School District,South Carolina,Proximity Learning,"$19,853.50",2025-03-21T12:00:00.000Z
2616890489,3704080,53724,Rutherford County Schools,North Carolina,Elevate K12,"$5,304.00",2025-03-21T12:00:00.000Z
2460975800,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$4,935.35",2024-05-17T12:00:00.000Z
2460977346,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$4,935.35",2024-04-11T12:00:00.000Z
2723951732,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$11,925.00",2025-03-20T12:00:00.000Z
2640348653,4502010,54152,Dorchester School District 2,South Carolina,Proximity Learning,"$3,094.00",2025-03-19T12:00:00.000Z
2643754911,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,960.00",2025-03-18T12:00:00.000Z
2606455965,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$26,460.00",2025-03-18T12:00:00.000Z
2606455966,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$21,084.00",2025-03-18T12:00:00.000Z
2606455967,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$34,020.00",2025-03-18T12:00:00.000Z
2604644888,4841670,102519,Stratford Independent School District,Texas,Elevate K12,"$13,380.00",2025-03-17T12:00:00.000Z
2657873298,1713440,102930,Lindop School District 92,Illinois,Proximity Learning,"$10,808.00",2025-03-17T12:00:00.000Z
2609582571,4503908,69568,Marion School District 10,South Carolina,Elevate K12,"$4,950.00",2025-03-14T12:00:00.000Z
2654359836,4823820,78063,Huffman Independent School District,Texas,Proximity Learning,"$4,560.00",2025-03-14T12:00:00.000Z
2640336822,4502100,54167,Fairfield County School District,South Carolina,Proximity Learning,"$5,058.78",2025-03-14T12:00:00.000Z
2640674979,4502610,78006,Laurens School District 55,South Carolina,Proximity Learning,"$5,670.00",2025-03-14T12:00:00.000Z
2640336821,4502100,54167,Fairfield County School District,South Carolina,Proximity Learning,"$11,058.63",2025-03-14T12:00:00.000Z
2625403302,2925330,96024,Pleasant Hill R-III School District,Missouri,Proximity Learning,"$5,795.00",2025-03-14T12:00:00.000Z
2584775690,1705760,73583,Bellwood School District 88,Illinois,Proximity Learning,"$35,040.00",2025-03-13T12:00:00.000Z
2585568154,3500570,66496,Clovis Municipal Schools,New Mexico,Proximity Learning,"$30,572.00",2025-03-13T12:00:00.000Z
2585568172,3500570,66496,Clovis Municipal Schools,New Mexico,Proximity Learning,"$19,199.52",2025-03-13T12:00:00.000Z
2627682707,4502580,69622,Lancaster County School District,South Carolina,Proximity Learning,"$4,799.88",2025-03-13T12:00:00.000Z
2658261776,3403300,75740,Clifton City School District,New Jersey,Proximity Learning,"$7,800.00",2025-03-13T12:00:00.000Z
2398188001,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$4,935.35",2024-03-14T12:00:00.000Z
2656592699,0200120,57858,Dillingham City School District,Alaska,Proximity Learning,"$5,700.00",2025-03-13T12:00:00.000Z
2626690265,4501440,54135,Charleston County School District,South Carolina,Proximity Learning,"$15,919.98",2025-03-13T12:00:00.000Z
2656549080,3904659,55558,Richmond Heights Local School District,Ohio,Proximity Learning,"$77,999.94",2025-03-12T12:00:00.000Z
2656570973,4825920,77913,Kountze Independent School District,Texas,Proximity Learning,"$7,560.00",2025-03-12T12:00:00.000Z
2612418963,2612930,74826,Ecorse Public School District,Michigan,Proximity Learning,"$8,359.98",2025-03-11T12:00:00.000Z
2642185515,3404230,54633,East Orange City School District,New Jersey,Proximity Learning,"$89,639.46",2025-03-10T12:00:00.000Z
2640336688,4502100,54167,Fairfield County School District,South Carolina,Elevate K12,"$30,880.00",2025-03-07T12:00:00.000Z
2602985462,1303870,42974,Muscogee County School District,Georgia,Proximity Learning,"$5,236.06",2025-03-06T12:00:00.000Z
2398189340,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$4,935.35",2024-02-15T12:00:00.000Z
2398190300,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$4,935.35",2024-01-18T12:00:00.000Z
2636234723,1906540,73387,Cedar Rapids Community School District,Iowa,Proximity Learning,"$10,785.00",2025-03-01T12:00:00.000Z
2809786862,1716080,73696,Galesburg Community Unit School District 205,Illinois,Proximity Learning,"$9,679.98",2025-02-28T12:00:00.000Z
2605204092,5102160,78392,Lancaster County Public Schools,Virginia,Proximity Learning,"$5,040.00",2025-02-28T12:00:00.000Z
2616890488,3704080,53724,Rutherford County Schools,North Carolina,Elevate K12,"$5,304.00",2025-02-28T12:00:00.000Z
2398191182,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$4,935.35",2023-12-14T12:00:00.000Z
2612418983,2612930,74826,Ecorse Public School District,Michigan,Proximity Learning,"$12,600.00",2025-02-27T12:00:00.000Z
2705298243,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$3,283.80",2025-02-27T12:00:00.000Z
2627681472,4502580,69622,Lancaster County School District,South Carolina,Proximity Learning,"$1,199.97",2025-02-27T12:00:00.000Z
2394260677,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$5,035.35",2023-11-17T12:00:00.000Z
2394259844,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$2,822.85",2023-10-13T12:00:00.000Z
2394260588,4502580,169597,Andrew Jackson Middle School,South Carolina,Proximity Learning,"$3,022.85",2023-09-15T12:00:00.000Z
2514440162,0602277,157400,"Architecture, Construction & Engineering Charter High School (ACE)",California,Elevate K12,"$132,640.00",2024-09-06T12:00:00.000Z
2103269121,0622710,176081,Balboa Gifted / High Ability Magnet Elementary School,California,Tutored By Teachers,"$20,160.00",2022-06-09T12:00:00.000Z
