"leaid","name","state_location","city_location","Official Domain JSON","Website","Job Board JSON","Job Board","External Platform"
"0630480","Pioneer Union Elementary School District","CA","Somerset","Response","pioneerunion.org","Response","https://www.edjoin.org/puesd","EdJoin"
"4701170","Fayette County School District","TN","Somerville","Response","fcsk12.net","Response","https://fcsk12.mysmarthire.com/jobs/","mysmarthire"
"0103540","Winfield City School District","AL","Winfield","Response","winfield.k12.al.us","Response","https://careersalk12education.org/winfieldcity","Alabama State Department of Education"
"0401000","Bagdad Unified School District","AZ","Bagdad","Response","bagdadschools.org","Response","https://www.bagdadschools.org/employment/job-openings",
"0103580","Winston County School District","AL","Double Springs","Response","winstonk12.org","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959?subdivision=Winston%20Co","HireTrue"
"0401050","Balsz Elementary District","AZ","PHOENIX","Response","balsz.org","Response","https://www.applitrack.com/balsz/OnlineApp/default.aspx","Frontline"
"3904469","Reading Community City School District","OH","Reading","Response","readingschools.org","Response","https://www.applitrack.com/greatercincinnati/onlineapp/default.aspx?choosedistrict=true&applitrackclient=38576","AppliTrack"
"0600021","Sunol Glen Unified School District","CA","Sunol","Response","sunol.k12.ca.us","Response","https://www.edjoin.org/sunolusd","ED Join"
"0600022","Mendota Unified School District","CA","Mendota","Response","musdaztecs.com","Response","https://www.edjoin.org/mendotaunified","EDJOIN"
"2314590","School Administrative District 54","ME","Skowhegan","Response","msad54.org","Response","https://msad54skowheganme.tylerportico.com/","Tyler Portico"
"1300001","Troup County School District","GA","LaGrange","Response","troup.org","Response","https://www.applitrack.com/troup/onlineapp/","AppliTrack"
"3904779","Edison Local School District","OH","Hammondsville","Response","edisonwildcats.org","Response","https://edisonwildcats.org/homepage/district/employment/",
"3904780","Indian Creek Local School District","OH","Wintersville","Response","iclsd.org","Response","https://www.iclsd.org/jobposting",
"1300090","Atkinson County School District","GA","Pearson","Response","atkinson.k12.ga.us","Response","https://yossplatform.com/companylogin/Atkinson","YOSS Platform"
"1300120","Atlanta City School District","GA","Atlanta","Response","atlantapublicschools.us","Response","https://www.applitrack.com/atlantapublicschools/onlineapp/","AppliTrack"
"1300150","Bacon County School District","GA","Alma","Response","bcraiders.com","Response","https://yossplatform.com/companylogin/BaconBOE","YossPlatform"
"1300180","Baker County School District","GA","Newton","Response","baker.k12.ga.us","Response","https://bakerskyward.nefec.org:444/scripts/wsisa.dll/WService=wsFin/rapplmnu03.w","NEFEC"
"1300210","Baldwin County School District","GA","Milledgeville","Response","baldwincountyschoolsga.org","Response","https://ats4.atenterprise.powerschool.com/ats/app_login?COMPANY_ID=MA000810","PowerSchool"
"1300240","Banks County School District","GA","Homer","Response","banks.k12.ga.us","Response","https://www.teachgeorgia.org/AdvSearch.aspx?Subjects=All&Systems=6061","Teach Georgia"
"1300290","Barrow County School District","GA","Winder","Response","barrow.k12.ga.us","Response","https://yossplatform.com/companylogin/Barrow","YOSS"
"1300330","Bartow County School District","GA","Cartersville","Response","bartow.k12.ga.us","Response","https://bartow.schoolspring.com/","SchoolSpring"
"1300480","Brantley County School District","GA","Nahunta","Response","brantley.k12.ga.us","Response","https://www.teachgeorgia.org/","Teach Georgia"
"1300540","Brooks County School District","GA","Quitman","Response","brooks.k12.ga.us","Response","https://jobs.willsubplus.com/","ESS"
"1300570","Bryan County School District","GA","Pembroke","Response","bryan.k12.ga.us","Response","https://bryanctyga.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"0200100","Delta/Greely School District","AK","Delta Junction","Response","dgsd.us","Response","https://www.applitrack.com/AlaskaTeacher/onlineapp/jobpostings/view.asp?district=1652","AppliTrack"
"0606090","Brittan Elementary School District","CA","Sutter","Response","brittan.k12.ca.us","Response","https://www.edjoin.org/brittan","EDJOIN"
"1300600","Buford City School District","GA","Buford","Response","bufordcityschools.org","Response","https://yossplatform.com/companylogin/Buford","YOSS Platform"
"1300630","Bulloch County School District","GA","Statesboro","Response","bulloch.k12.ga.us","Response","https://bullochschools.schoolspring.com/","SchoolSpring"
"2314610","School Administrative District 53","ME","Pittsfield","Response","msad53.org","Response","https://www.msad53.org/employment",
"0200090","Craig City School District","AK","Craig","Response","ccsd.k12.ak.us","Response","https://www.applitrack.com/AlaskaTeacher/onlineapp/jobpostings/view.asp?internaltransferform.Url=&internal=internal&district=1650","AppliTrack"
"1913660","Hartley-Melvin-Sanborn Community School District","IA","Hartley","Response","hartley-ms.k12.ia.us","Response","https://www.schoolspring.com/","School Spring"
"1913500","Harlan Community School District","IA","Harlan","Response","harlan.k12.ia.us","Response","https://www.applitrack.com/cyclones/onlineapp/","Frontline"
"0629270","Oxnard Union High School District","CA","Oxnard","Response","oxnardunion.org","Response","https://www.edjoin.org/OxnardUHSD","EdJoin"
"1915450","Johnston Community School District","IA","Johnston","Response","johnstoncsd.org","Response","https://www.applitrack.com/johnston/onlineapp/","AppliTrack"
"3704410","Surry County Schools","NC","Dobson","Response","surry.k12.nc.us","Response","https://surry.tedk12.com/hire/index.aspx","PowerSchool"
"0401260","Bonita Elementary District","AZ","WILLCOX","Response","bonitaesd.com","Response","https://www.bonitaesd.com/our-district",
"0401650","Canon Elementary District","AZ","Black Canyon City","Response","canon50.org","Response","https://canon50.org/en-US/human-resources-b8989619/job-opportunities-123987dd",
"0401940","Chinle Unified District","AZ","Chinle","Response","chinleusd.k12.az.us","Response","https://www.chinleusd.k12.az.us/apps/pages/index.jsp?uREC_ID=432862&type=d&termREC_ID=&pREC_ID=791864",
"2005700","Atchison County Community Schools Unified School District 377","KS","Effingham","Response","usd377.org","Response","https://atchisoncty.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"3704530","Transylvania County Schools","NC","Brevard","Response","tcsnc.org","Response","https://www.applitrack.com/tcsnc/onlineapp/","Frontline"
"2741850","Warroad Public School District","MN","WARROAD","Response","warroad.k12.mn.us","Response","https://www.warroad.k12.mn.us/o/warroad-isd/page/job-opportunities",
"0401710","Casa Grande Elementary District","AZ","CASA GRANDE","Response","cgesd.org","Response","https://cgelem.tedk12.com/hire/index.aspx","tedk12.com"
"1924150","Riceville Community School District","IA","Riceville","Response","riceville.k12.ia.us","Response","https://www.iowaworks.gov/vosnet/jobbanks/joblist.aspx?enc=91AiPJzms5asTnW2vfcWh8Nb9n04fVG1CBQKwGz3qzcarrnmBoZ5lbGlS1+FUn7jGhMmwFl0twECmYhx4vvKfq4OTFKvJax1tXPTLO2dy1mZYkrTdI+AoweCYxqlewE7b2EG2CBWYKhPd/9xLOf4CKvCM2L18AX4E85fxH/zVe3reEp9Z4leABinfUq9oFz3Mx9jmUuRAiuMxHvhRCOx1px9LvcYipyZOO9apjy8UEo=","iowaworks.gov"
"2006630","Wheatland Unified School District 292","KS","Grainfield","Response","thunderhawks.net","Response","https://jobs.educatekansas.org/inner.php?p=scripts/funct.search.job&jobHash=ea1c4d08848bc70&employerHash=5bddcd074ff9828","Educate Kansas"
"2621180","Lapeer Community Schools","MI","LAPEER","Response","lapeerschools.org","Response","https://www.applitrack.com/gcaps/onlineapp/default.aspx?choosedistrict=true&applitrackclient=733","AppliTrack"
"2632610","Springport Public Schools","MI","SPRINGPORT","Response","springportschools.net","Response","https://www.springportschools.net/page/job-opportunities",
"2714280","Houston Public School District","MN","HOUSTON","Response","houston.k12.mn.us","Response","https://www.applitrack.com/houstonmn/onlineapp/","Frontline"
"4900600","Murray School District","UT","Murray","Response","murrayschools.org","Response","https://www.murrayschools.org/careers",
"1920340","New Hampton Community School District","IA","New Hampton","Response","new-hampton.k12.ia.us","Response","https://www.new-hampton.k12.ia.us/page/notice-of-openings",
"0402320","Coolidge Unified District","AZ","COOLIDGE","Response","coolidgeschools.org","Response","https://coolidge.schoolspring.com/","SchoolSpring"
"0402370","Cottonwood-Oak Creek Elementary District","AZ","COTTONWOOD","Response","cocsd.us","Response","https://cottonwood.tedk12.com/hire/index.aspx","tedk12.com"
"0402400","Crane Elementary District","AZ","YUMA","Response","craneschools.org","Response","https://craneesd.tedk12.com/hire/Index.aspx","tedk12.com"
"3904833","Lowellville Local School District","OH","Lowellville","Response","lowellville.k12.oh.us","Response","https://www.applitrack.com/mahoningesc/onlineapp/default.aspx?all=1","AppliTrack"
"0619680","King City Union Elementary School District","CA","King City","Response","kcusd.org","Response","",
"0401080","Beaver Creek Elementary District","AZ","RIMROCK","Response","bcs.k12.az.us","Response","https://www.bcs.k12.az.us/human-resources",
"1301080","Chattooga County School District","GA","Summerville","Response","chattooga.k12.ga.us","Response","https://www.k12jobspot.com/District/2899/Jobs","K12JobSpot"
"1301290","Cobb County School District","GA","Marietta","Response","cobbk12.org","Response","https://ats2.atenterprise.powerschool.com/ats/job_board?softsort=COMPANY_ID&COMPANY_ID=JA001603","PowerSchool"
"1301350","Coffee County School District","GA","Douglas","Response","coffee.k12.ga.us","Response","https://www.jointeamcoffee.org/","Join Team Coffee"
"1301380","Colquitt County School District","GA","Moultrie","Response","colquitt.k12.ga.us","Response","https://www.applitrack.com/colquitt/onlineapp/","Frontline"
"0402690","Dysart Unified District","AZ","SURPRISE","Response","dysart.org","Response","https://dysart.tedk12.com/hire/index.aspx","TEDk12"
"0402790","Eloy Elementary District","AZ","ELOY","Response","eloyesd.org","Response","https://www.indeed.com/cmp/Eloy-Elementary-School-District/jobs","Indeed"
"0100006","Marshall County School District","AL","Guntersville","Response","marshallk12.org","Response","https://www.applitrack.com/mars/onlineapp/default.aspx","Frontline"
"0100007","Hoover City School District","AL","Hoover","Response","hoovercityschools.net","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959?subdivision=Hoover%20City%20Schools","HireTrue"
"0100008","Madison City School District","AL","Madison","Response","madisoncity.k12.al.us","Response","https://madisoncity.schoolspring.com/","SchoolSpring"
"0100011","Leeds City School District","AL","Leeds","Response","leedsk12.org","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959?subdivision=Leeds%20City","Hire True"
"0100012","Boaz City School District","AL","Boaz","Response","boazk12.org","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959?subdivision=Boaz%20City","HireTrue"
"1301440","Commerce City School District","GA","Commerce","Response","commercecityschools.org","Response","https://careers.commercecityschools.org/jobs","Teamtailor"
"0100005","Albertville City School District","AL","Albertville","Response","albertk12.org","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959?subdivision=Albertville%20City","Hiretrue"
"0100013","Trussville City School District","AL","Trussville","Response","tcsk12.us","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959?subdivision=Trussville%20City","HireTrue"
"0100030","Alexander City City School District","AL","Alexander City","Response","alexcityschools.net","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959?subdivision=Alexander%20City","HireTrue"
"0100194","Pelham City School District","AL","Pelham","Response","pelhamcityschools.org","Response","https://pelham.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"0100195","Pike Road City School District","AL","Montgomery","Response","pikeroadschools.org","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959?subdivision=Pike%20Road%20School%20District","HireTrue"
"0401330","Bowie Unified District","AZ","Bowie","Response","bowieschools.org","Response","https://www.bowieschools.org/page/job-openings",
"0100202","Gulf Shores City School District","AL","Gulf Shores","Response","gsboe.org","Response","https://careersalk12education.org/gulfshorescityschools","HireTrue"
"0100210","Auburn City School District","AL","Auburn","Response","auburnschools.org","Response","https://careersalk12education.org/auburncity",
"3612240","Glens Falls City School District","NY","GLENS FALLS","Response","gfsd.org","Response","https://gfsd.recruitfront.com/JobOpportunities","RecruitFront"
"0401680","Cartwright Elementary District","AZ","PHOENIX","Response","csd83.org","Response","https://www.applitrack.com/csd83/onlineapp/","Frontline"
"0100240","Autauga County School District","AL","Prattville","Response","acboe.net","Response","https://jobs.willsubplus.com/jobs?districtIds=2730","ESS"
"3904835","Sebring Local School District","OH","Sebring","Response","sebring.k12.oh.us","Response","https://www.sebring.k12.oh.us/page/employment-volunteer-opportunities",
"1920580","Newell-Fonda Community School District","IA","Newell","Response","newell-fonda.k12.ia.us","Response","https://www.newell-fonda.k12.ia.us/employment",
"1925320","Saydel Community School District","IA","Des Moines","Response","saydel.k12.ia.us","Response","https://www.applitrack.com/saydelk12ia/onlineapp/","Frontline"
"3624750","Rochester City School District","NY","ROCHESTER","Response","rcsdk12.org","Response","https://fa-euum-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs","Oracle"
"3631830","Wynantskill Union Free School District","NY","TROY","Response","wynantskillufsd.org","Response","https://www.wynantskillufsd.org/district/employment/",
"4503390","Richland School District 2","SC","Columbia","Response","richland2.org","Response","https://www.applitrack.com/richland2/onlineapp/default.aspx","Frontline"
"0402820","Empire Elementary District","AZ","","Response",,,,
"0103090","Sumter County School District","AL","Livingston","Response","sumter.k12.al.us","Response","https://hiretrue-prod.com/hiretrue/ce3/job-board/e64590f9-2bf7-449a-83a5-2e87b4bbf959","Hire True"
"0402860","Flagstaff Unified District","AZ","FLAGSTAFF","Response","fusd1.org","Response","https://jobs.redroverk12.com/org/fusd1","Red Rover"
"0402920","Florence Unified School District","AZ","FLORENCE","Response","fusdaz.org","Response","https://www.applitrack.com/florenceusd/onlineapp/","Frontline"
"0403010","Flowing Wells Unified District","AZ","TUCSON","Response","flowingwellsschools.org","Response","https://www.applitrack.com/flowingwells/onlineapp/default.aspx","AppliTrack"
"1925620","Seymour Community School District","IA","Seymour","Response","seymourcsd.org","Response","https://www.applitrack.com/scsc/onlineapp/default.aspx","Frontline"
"0403040","Fountain Hills Unified District","AZ","FOUNTAIN HILLS","Response","fhschools.org","Response","https://fountainhills.tedk12.com/hire/index.aspx","TalentEd"
"0500082","Lawrence County School District","AR","WALNUT RIDGE","Response","bobcats.k12.ar.us","Response","https://jobs.redroverk12.com/org/3321","redroverk12.com"
"0627510","North Cow Creek Elementary School District","CA","Palo Cedro","Response","northcowcreek.org","Response","https://www.edjoin.org/northcowcreek","EdJoin"
"0200020","Bering Strait School District","AK","Unalakleet","Response","bssd.org","Response","https://www.applitrack.com/alaskateacher/OnlineApp/JobPostings/view.asp?embed=1&choosedistrict=true&AppliTrackSort=newest&applitrackclient=1644&all=1","AppliTrack"
"0200030","Bristol Bay Borough School District","AK","Naknek","Response","bbbsd.net","Response","https://phl.applitrack.com/alaskateacher/onlineapp/default.aspx","AppliTrack"
"0200050","Alaska Gateway School District","AK","Tok","Response","agsd.us","Response","https://www.applitrack.com/alaskateacher/OnlineApp/JobPostings/view.asp?embed=1&AppliTrackSort=newest&choosedistrict=true&applitrackclient=1639&internal=all&all=1=&category%3DAdministration","AppliTrack"
"0200060","Cordova City School District","AK","Cordova","Response","cordovasd.org","Response","https://jobs.aerrc.org/company/20/cordova-city-school-district/","Alaska Educator Retention and Recruitment Center (AERRC)"
"2611970","DeTour Area Schools","MI","DE TOUR VILLAGE","Response","detour.eupschools.org","Response","https://www.applitrack.com/eup/onlineapp/default.aspx","AppliTrack"
"0200010","Aleutian Region School District","AK","Anchorage","Response","aleutregion.org","Response","",
"0403660","Hackberry School District","AZ","KINGMAN","Response","hesd.net","Response","https://hesd.net/employment",
"0403820","Holbrook Unified District","AZ","Holbrook","Response","holbrook.k12.az.us","Response","https://holbrookusd3az.tylerportico.com/tess/citizen/jobs/job-list/ad268691-3b1e-41be-8097-9cac07d091f2","Tyler Portico"
"0200800","Chugach School District","AK","Anchorage","Response","chugachschooldistrict.com","Response","https://chugachschools.com/current-job-openings/",
"0500419","Jacksonville North Pulaski School District","AR","JACKSONVILLE","Response","jnpsd.org","Response","https://jnpsd.tedk12.com/hire/index.aspx","PowerSchool"
"0502250","Alma School District","AR","ALMA","Response","almasd.net","Response","https://almasd.tedk12.com/hire/index.aspx","TEDK12"
"0502280","Alpena School District","AR","ALPENA","Response","alpenaschools.k12.ar.us","Response","https://www.alpenaschools.k12.ar.us/current-openings-home",
"1301980","Effingham County School District","GA","Springfield","Response","effinghamschools.com","Response","https://yossplatform.com/companylogin/Effingham","YOSS"
"1302010","Elbert County School District","GA","Elberton","Response","elbert.k12.ga.us","Response","https://elbert.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"1302040","Emanuel County School District","GA","Swainsboro","Response","emanuel.k12.ga.us","Response","https://www.applitrack.com/emanuel/onlineapp/","AppliTrack"
"0200810","Wrangell School District","AK","Wrangell","Response","wpsd.us","Response","https://www.applitrack.com/AlaskaTeacher/onlineapp/jobpostings/view.asp?internaltransferform.Url=&internal=internal&district=1693","AppliTrack"
"0200840","Yakutat School District","AK","Yakutat","Response","yakutatschools.org","Response","https://www.applitrack.com/AlaskaTeacher/onlineapp/jobpostings/view.asp?internaltransferform.Url=&internal=internal&district=1694","AppliTrack"
"0200862","Yukon-Koyukuk School District","AK","Fairbanks","Response","yksd.com","Response","https://jobs.aerrc.org/company/229/yukon-koyukuk-school-district/","Alaska Educator Retention and Recruitment Center (AERRC)"
"0400001","Cave Creek Unified District","AZ","SCOTTSDALE","Response","ccusd93.org","Response","https://ccusd93.tedk12.com/hire/index.aspx","tedk12.com"
"0400003","Chino Valley Unified District","AZ","CHINO VALLEY","Response","chinovalleyschools.com","Response","https://edjoin.org/chinovalleyusd","EdJoin"
"0404200","Klondyke Elementary District","AZ","","Response","graham.az.gov","Response","",
"0502730","Barton-Lexa School District","AR","LEXA","Response","bartonsd.org","Response","https://jobs.willsubplus.com/jobs?districtIds=56","ESS"
"0200180","Anchorage School District","AK","Anchorage","Response","asdk12.org","Response","https://www.applitrack.com/asd/onlineapp/","AppliTrack"
"0200210","Juneau Borough School District","AK","Juneau","Response","juneauschools.org","Response","https://www.applitrack.com/jsd/onlineapp/default.aspx","AppliTrack"
"1302580","Habersham County School District","GA","Clarkesville","Response","habershamschools.com","Response","https://www.applitrack.com/habershamschools/onlineapp/","Frontline Recruiting and Hiring"
"1302610","Hall County School District","GA","Gainesville","Response","hallco.org","Response","http://www.applitrack.com/hallcounty/onlineapp/","AppliTrack"
"3629130","Tully Central School District","NY","TULLY","Response","tullyschools.org","Response","https://olasjobs.org/tully-csd","OLAS Jobs"
"0404380","Litchfield Elementary District","AZ","Litchfield Park","Response","lesd79.org","Response","https://www.applitrack.com/lesd79/onlineapp/default.aspx","AppliTrack"
"0404410","Littlefield Unified District","AZ","BEAVER DAM","Response","lusd9.com","Response","https://schools.scriptapp.com/#/workflow-submission/126741503636478c0cb38422f95c8c71c6c9f454c","schools.scriptapp.com"
"1302670","Haralson County School District","GA","Tallapoosa","Response","haralson.k12.ga.us","Response","https://jobs.redroverk12.com/org/haralsoncountyschools","RedRover"
"0200240","Sitka School District","AK","Sitka","Response","sitkaschools.org","Response","https://www.applitrack.com/alaskateacher/onlineapp/default.aspx?choosedistrict=true&applitrackclient=1687","AppliTrack"
"0200270","Haines Borough School District","AK","Haines","Response","hbsd.net","Response","https://www.applitrack.com/alaskateacher/OnlineApp/JobPostings/view.asp?embed=1&district=All&category=All","AppliTrack"
"1302700","Harris County School District","GA","Hamilton","Response","harris.k12.ga.us","Response","https://www.applitrack.com/harrisk12/onlineapp/default.aspx","Frontline"
"4101980","Bend-La Pine Administrative School District 1","OR","Bend","Response","bend.k12.or.us","Response","https://secure6.saashr.com/ta/6099758.careers?CareersSearch",
"0604890","Big Lagoon Union Elementary School District","CA","Trinidad","Response","biglagoon.org","Response","https://hcoe.org/county-jobs/","Humboldt County Office of Education"
"3631470","Williamsville Central School District","NY","EAST AMHERST","Response","williamsvillek12.org","Response","https://williamsville.schoolspring.com/","SchoolSpring"
"0404820","Mayer Unified District","AZ","MAYER","Response","mayerschools.org","Response","https://www.k12jobspot.com/District/17846/Jobs","K12JobSpot"
"0405430","Naco Elementary District","AZ","Naco","Response","naco.k12.az.us","Response","https://naco.schoolspring.com/","SchoolSpring"
"0500051","Palestine-Wheatley School District","AR","PALESTINE","Response","pwsd.k12.ar.us","Response","https://www.pwsd.k12.ar.us/page/employment-palestine",
"0200625","Northwest Arctic Borough School District","AK","Kotzebue","Response","nwarctic.org","Response","https://www.applitrack.com/AlaskaTeacher/onlineapp/jobpostings/view.asp?district=1676&all=1","AppliTrack"
"0502960","Benton School District","AR","BENTON","Response","bentonschools.org","Response","https://bentonschools.tedk12.com/hire/Index.aspx","PowerSchool"
"0503030","Pea Ridge School District","AR","PEA RIDGE","Response","pearidgek12.com","Response","https://pearidge.tedk12.com/hire/index.aspx","PowerSchool"
"0503060","Bentonville Public Schools","AR","BENTONVILLE","Response","bentonvillek12.org","Response","https://www.applitrack.com/bentonville/onlineapp/default.aspx","Frontline"
"0503090","Bergman School District","AR","HARRISON","Response","bergman.k12.ar.us","Response","https://www.bergman.k12.ar.us/page/employment-oppurtunities",
"0503150","Berryville Public Schools","AR","BERRYVILLE","Response","bobcat.k12.ar.us","Response","https://bobcat.tedk12.com/hire/index.aspx","SchoolSpring"
"0503420","Lead Hill School District","AR","LEAD HILL","Response","leadhillschools.net","Response","https://www.leadhillschools.net/article/1075145",
"0503450","Booneville School District","AR","BOONEVILLE","Response","booneville.k12.ar.us","Response","https://www.booneville.k12.ar.us/page/job-listings",
"0503480","Bradford School District","AR","BRADFORD","Response","bradford.k12.ar.us","Response","",
"0503630","Brinkley School District","AR","BRINKLEY","Response","brinkleyschools.com","Response","https://www.brinkleyschools.com/page/job-openings",
"0503640","Brookland School District","AR","BROOKLAND","Response","brooklandbearcats.org","Response","https://brooklandar.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"0503690","Bryant Public Schools","AR","BRYANT","Response","bryantschools.org","Response","https://www.applitrack.com/bryantschools/onlineapp/","AppliTrack"
"4102040","Bethel School District 52","OR","Eugene","Response","bethel.k12.or.us","Response","https://bethelor.tedk12.com/hire/Index.aspx","TalentEd SchoolSpring"
"0405730","Owens-Whitney Elementary District","AZ","Wikieup","Response","owens-whitney.org","Response","https://www.k12jobspot.com/School/83624/Jobs","K12JobSpot"
"0405760","Tonto Basin Elementary District","AZ","Tonto Basin","Response","tontobasinschool.org","Response","https://www.k12jobspot.com/District/17866/Jobs","K12JobSpot"
"0503710","Buffalo Island Central School District","AR","MONETTE","Response","bicschools.net","Response","https://bicschools.schoolspring.com/","SchoolSpring"
"0503750","Cabot Public Schools","AR","CABOT","Response","cabotschools.org","Response","https://www.applitrack.com/cabot/onlineapp/default.aspx","Frontline"
"0503770","Caddo Hills School District","AR","NORMAN","Response","caddohills.org","Response","https://arjobsined.schoolspring.com/","SchoolSpring"
"0503840","Calico Rock School District","AR","CALICO ROCK","Response","pirates.k12.ar.us","Response","https://pirates.k12.ar.us/employment",
"0503960","Carlisle School District","AR","CARLISLE","Response","carlisle.k12.ar.us","Response","http://www.carlisle.k12.ar.us/28153",
"0504020","Westside Consolidated School District","AR","JONESBORO","Response","westsideschools.org","Response","https://westsideschools.tedk12.com/hire/index.aspx","PowerSchool"
"0504050","Cave City School District","AR","CAVE CITY","Response","cavecity.k12.ar.us","Response","https://www.cavecity.k12.ar.us/page/careers",
"0200630","Pelican City School District","AK","Pelican","Response","pelicanschool.org","Response","https://www.applitrack.com/alaskateacher/onlineapp/default.aspx?AppliTrackPostingSearch=location:%22Pelican+School%22","AppliTrack"
"0402190","Concho Elementary District","AZ","Concho","Response","conchoschool.net","Response","https://conchoschool.net/employment/",
"0402430","Creighton Elementary District","AZ","PHOENIX","Response","creightonschools.org","Response","https://www.applitrack.com/creightonschools/onlineapp/default.aspx","Frontline"
"0406070","Payson Unified District","AZ","PAYSON","Response","pusd10.org","Response","https://paysonunified.schoolspring.com/","SchoolSpring"
"0504980","Decatur School District","AR","DECATUR","Response","decatursd.com","Response","https://decatursd.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"0505170","Dermott School District","AR","DERMOTT","Response","dermott.k12.ar.us","Response","http://dermott.k12.ar.us/page/employment",
"0402490","Double Adobe Elementary District","AZ","McNeal","Response","doubleadobeschool.org","Response","https://www.k12jobspot.com/District/17794/Jobs","K12JobSpot"
"0402530","Douglas Unified District","AZ","DOUGLAS","Response","dusd.us","Response","https://dusd.tedk12.com/hire/index.aspx","TalentEd"
"0406360","Picacho Elementary District","AZ","PICACHO","Response","picacho.k12.az.us","Response","https://picacho.k12.az.us/apps/pages/index.jsp?uREC_ID=500758&type=d&pREC_ID=963472",
"0406440","Pima Unified District","AZ","Pima","Response","pimaschools.com","Response","https://www.pimaschools.com/page/job-openings",
"0406510","Pine Strawberry Elementary District","AZ","PINE","Response","pineesd.org","Response","https://pinestrawberryelem.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"3405490","Franklin Township School District","NJ","Somerset","Response","ftschool.org","Response","https://www.applitrack.com/ftschool/onlineapp/default.aspx?all=1","AppliTrack"
"4032430","Wetumka Public Schools","OK","Wetumka","Response","wetumka.k12.ok.us","Response","https://ossba.myrevelus.com/job_board","ossba.myrevelus.com"
"4032460","Wewoka Public Schools","OK","Wewoka","Response","wps.k12.ok.us","Response","https://ossba.myrevelus.com/job_board","OSSBA"
"0506540","Gentry Public Schools","AR","GENTRY","Response","gentrypioneers.com","Response","https://gentry.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"0506630","Glen Rose School District","AR","MALVERN","Response","grbeavers.org","Response","https://www.grbeavers.org/56104_2",
"0506690","Centerpoint School District","AR","AMITY","Response","goknights.us","Response","https://csd.tedk12.com/hire","tedk12"
"0506840","Gravette School District","AR","GRAVETTE","Response","gravetteschools.net","Response","https://gravette.tedk12.com/hire","PowerSchool"
"0506870","Green Forest School District","AR","GREEN FOREST","Response","gf.k12.ar.us","Response","https://www.gf.k12.ar.us/human-resourcesemployment-opportuni",
"0506900","Greenbrier School District","AR","GREENBRIER","Response","greenbrierschools.org","Response","https://www.greenbrierschools.org/143588_2",
"0506930","Greenland Public Schools","AR","GREENLAND","Response","greenlandsd.com","Response","https://greenlandschools.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"2382005","Kennebec Unorganized Territory","ME","","Response","maine.gov","Response","https://www.indeed.com/cmp/Kennebec-Intra--district-Schools-Rsu-2/jobs","Indeed.com"
"2382006","Lincoln Unorganized Territory","ME","","Response","maine.gov","Response","https://www.servingschools.com/employerjobs/skne/rsu-67-chester-lincoln-mattawamkeag","ServingSchools"
"0605910","Brentwood Union Elementary School District","CA","Brentwood","Response","brentwood.k12.ca.us","Response","https://www.applitrack.com/brentwoodusd/onlineapp/","Frontline"
"0606750","Byron Union Elementary School District","CA","Byron","Response","byronunionschooldistrict.us","Response","https://www.edjoin.org/byron","EdJoin"
"0402600","Duncan Unified District","AZ","Duncan","Response","dusdwildkats.org","Response","https://www.dusdwildkats.org/apps/pages/index.jsp?uREC_ID=4435610&type=d",
"0403060","Fowler Elementary District","AZ","PHOENIX","Response","fesd.org","Response","https://fowler.tedk12.com/hire/index.aspx","Tedk12"
"0508040","West Memphis School District","AR","WEST MEMPHIS","Response","wmsd.net","Response","https://wmsd.tedk12.com/hire","PowerSchool Applicant Tracking"
"0103581","Orange Beach City School District","AL","Orange Beach","Response","orangebeachboe.org","Response","https://www.orangebeachboe.org/employment-opportunities",
"3904676","Olentangy Local School District","OH","Lewis Center","Response","olentangy.k12.oh.us","Response","https://olentangy.ted.peopleadmin.com/hire","PeopleAdmin"
"3904776","Oak Hill Union Local School District","OH","Oak Hill","Response","oakhill.k12.oh.us","Response","https://www.oakhill.k12.oh.us/district/job-opportunities",
